"tool_mage_url","tool","tool_description","category","upvotes","tags"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d365ba7bbe6b05489df15f_Screenshot-1-26-2023-9.48.30%20PM.png","giftassistant.io","AI-powered tool to help users find perfect gifts for any occasion","For Fun","35","Inspiration"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d36544645d6b1dc271bca1_Screenshot-1-26-2023-9.46.19%20PM.png","Happy Mama","Pregnancy support tool that provides quick answers to questions","Chat","17","Self-Improvement"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d2cb06a37b6a58844060b6_motionit-screen-1.png","MotionIt AI","AI generated slide decks","Copywriting","39",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d2cb07f8ac04724d93cbda_6336f4544cebc52cf12cc22d_Thumbnail.png","Predict","Business predictive analysis tool","Marketing","22",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d2cb0ad715e43be892c194_taskade-logo-banner.png","Taskade","Collaborative productivity tool for teams to plan, organize, and execute projects","Productivity","13",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d1a8e25fb045a9b5bfdea0_bcbfbd5a-5d9f-4f8d-be25-5d7ef831b3dc_SocialShareImage.png","Heyday","AI-powered memory assistant","Productivity","303","Research"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d1bd2003906d05ed64b260_Screenshot-1-25-2023-3.36.52%20PM.png","Deep Dream Generator","Quickly generate unique and high-quality images","Generative Art","74",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d1bb46432bfd944bdfeb1a_Screenshot-1-25-2023-3.28.58%20PM.png","MealsAI","Quickly generate unique recipes from any ingredients or dietary restrictions","For Fun","24",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d1a8da45dbf82882294799_ogImage.png","Narration Box","Text-to-speech voice synthesis","Text-To-Speech","73",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d1a8deda981687c0765bc9_chatbotkit.png","ChatBotKit","AI chatbot platform","Chat","71","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d1ba66432bfda7d8dfe176_image.webp","Sale Whale","AI chatbot platform","Chat","15","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d1a8db16929d79ad73da46_aHR0cHM6Ly9hc3NldHMuZ3Jvb3ZlYXBwcy5jb20vaW1hZ2VzL2RjNjExOGU2LWRlNDUtNGNjNi05NDBhLTVjMTMzZWI2MjVmMi8xNjc0MTA1MTE0X1ZvaWNlVHlwZS1PRy5wbmc.webp","VoiceType","Chrome browser extension that uses AI to help write emails","Copywriting","27","Productivity"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d1a8e4208f874a27c12d05_og-image.png","Present AI","Slide presentation generator","Copywriting","86","Generative Art"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d1a8df858ca0f3e7b3310d_lexii-sharing-image.png","Lexii.ai","AI search assistant","Chat","99",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d1a8dd5702b900e8daa2a5_kiXLKW_9WvMAPMfCp8Xx2veGA4YDyf0_XtryDrembFkbTmjo0en2kjrx9Nv2qNepEDzN.png","AI ChatLab","Combines many chat apps into one","Chat","78",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d020422be91716b79775b3_og-cover.jpeg","Pattern Cafe","AI-prompted seamless patterns","Generative Art","28",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d020474ce452f0052da583_preview.png","WatchNow","AI movie and TV show recommendation tool","For Fun","85",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d02f7d9e8158c3d81c90f1_adaptiv.png","Adaptiv Academy","AI assisted career mentoring","Self-Improvement","42",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d030037afc8660a0632333_213841672-da4ff1a3-11ce-482d-96d8-306997587241.png","MagicSlides App","Create Presentation Slides with AI","Copywriting","42",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d02049406c5a0c7ef36a9e_63591adbe2bb240f24364eb0_OpenGraph%2520Image%2520-%2520v1.jpeg","Stork.ai","ChatGPT for Teams","Chat","23",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d02048c65bbc3029085fb0_63cf75d4264c400ede2e022e_chatgpt-meta-img.png","Superflow Rewrite","Add rich media annotations to website, generate copy, and manage tasks for review.","Chat","13","Copywriting"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d0204409207b750f540da3_TTS-Voice-Wizard.png","TTS-Voice-Wizard","Convert speech to text and back to speech","Text-To-Speech","52","Speech-To-Text"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d02046751962b980625f16_63ce5f1f8a1d4b951a320f3e_Schermafbeelding%25202023-01-23%2520111836.png","EmailMagic AI","Helps users write emails 10x faster","Productivity","320",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d02045e74725d6370fc6a3_homepage.png","OneTone.ai","Predicts what customer support agents need to type","Chat","16","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d02a52b897f319cbfe2897_Screenshot-1-24-2023-10.57.21%20AM.png","Blog Post Generator","Generates SEO-optimized blog posts","Copywriting","74",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d02906b897f3b0b7fe0bfa_how-to-clean-up-image.png","Image Cleaner","Quickly remove unwanted objects from images","Image Improvement","159",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63d0204aeee683480cb41cea_bIxmau2Rb6vmi4UFqvVwneirhS8j9FJVwrnZxSBv6XeHSrbQf7viLkLs9uIY6-L81ybEFv5ckODkrZa22L1TPSbsZBA%3Dw128-h128-e365-rj-sc0x00ffffff.jpeg","GPT2Markdown","Export your conversations with ChatGPT","Chat","41",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ced3b0296023dd59e681c2_og.png","Extrapolate","Predict how you'll look as you age","Generative Art","131","For Fun"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ced3ab81a87d41cbd8856c_image.jpeg","Neural Love","A suite of AI-art, image, video, and text-improvement tools","Generative Art","110","Image Improvement"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cee75f44dce7dfd2cd4324_split-image-midjourney.jpg","Midjourney Grid Splitter","Split your MidJourney Grid","Generative Art","60",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cee66498a84d18feba4c1d_Screenshot-1-23-2023-11.56.12%20AM.png","ViralViews","AI-powered content discovery tool","Research","77",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cdee4a5d5cee048986470e_cropped-AI_Screenwriter_logo_Aqua_Full-1.png","AI Screenwriting Tool","AI-powered screenwriting tool","Copywriting","31",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cee319dbf63736be570da7_novelai_logomark_dark.png","NovelAI","Generate human-like writing based on user input","Copywriting","27","Generative Art"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ced3b1fc976721cdd13d4b_https%253A%252F%252Fd1muf25xaso8hp.cloudfront.net%252Fhttps%25253A%25252F%25252Fs3.amazonaws.com%25252Fappforest_uf%25252Ff1673569622104x466781540791520100%25252Fquickie-slides-01.jpeg","Quickie","AI-powered Chrome extension with text-to-speech, summarizing, and more","Productivity","50","Text-To-Speech"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ced3aca86cfd73f9d2cffc_apple-icon-120x120.png","Wiz.chat","GPT-3 capabilities in Slack","Chat","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ced3b2c32db27b3cb5664e_og-image.png","ChefGPT","AI-powered recipe recommendation tool","For Fun","62",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ced3ad050906341f9305f4_aHR0cHM6Ly9hc3NldHMuZ3Jvb3ZlYXBwcy5jb20vaW1hZ2VzL2RjNjExOGU2LWRlNDUtNGNjNi05NDBhLTVjMTMzZWI2MjVmMi8xNjc0MzgxOTE0X1plbmVuLU9HLnBuZw.webp","zenen.ai","Imagine ChatGPT and Siri had a baby, that's Zenen","Chat","18",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cedf0027730538b81e70f5_Screenshot-1-23-2023-11.24.43%20AM.png","StockGPT","AI-powered search tool that retrieves information from Tesla's quarterly earnings","Finance","56",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cdee483ac8de932560018b_social_image.7e2cc5a63fe1.png","AiTax","AI Technology to Prepare and File Your Taxes","Finance","37",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cedda795984a630db9f0be_Screenshot-1-23-2023-11.18.27%20AM.png","Paraphrasing Tool","AI paraphrasing tool","Productivity","543",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cdee47e45c676762c9c218_wordfixerbot_avatar.png","WordfixerBot","AI paraphrasing tool","Copywriting","41","Productivity"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cedc0b3f8926ff2f110ba3_Screenshot-1-23-2023-11.11.39%20AM.png","WordAi","AI-powered content rewriting tool","Copywriting","33",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cdee4c5b46ed788a9bf7e6_62b08e6c1d12a017fb7c6a45_cover.png","Compose AI","Chrome extension to AI autocomplete and generate text","Productivity","8",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ceda579a2bf875a4063d92_d9ce748d-293b-4f03-81b1-b9dc0afde15b.png","InstantArt","AI art generator and search engine (with prompts)","Generative Art","472",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ced8bffc865975af2a730a_copypro-laptop-hi.webp","CopyPro","AI-driven copywriting templates, resources, and tools","Copywriting","20",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ced9bab3a457643e69b71f_fdcb54f1-2b12-4629-b10a-0eacc0f55f82.png","Meet Millie","The perfect pickup line, customized to your crush's interests","For Fun","45","Self-Improvement"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cee96cb1ef77a457454b0a_run-ai-on-cloud.webp","Evoke","Stable Diffusion API access","Generative Art","8","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cdee4d45b167affd5a68cb_mYdIuVkNpHMnjkTWJFwsxP8BGLs.png","Jenni AI","AI writing assistant","Copywriting","32",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63ce01fcc8b33ac54d271068_maxresdefault.jpg","Img Upscaler","AI Image Upscaler","Image Improvement","215",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cdee465d5ceeb3f08646fd_tiledesk_live_chat.jpeg","Tiledesk","Design, deploy, and manage chatbots and live chat widgets on multiple channels","Chat","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cdee44507996696a77f374_banner.png","Tweetmonk","Write and schedule tweets with AI","Social Media","17",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cdff73d805d5674e0c6d41_Screenshot-1-22-2023-7.30.27%20PM.png","Midjourney Prompt Generator","The Midjourney Prompt Generator is a web application that generates custom prompts for art and video creation.","Prompt Guides","171","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cdfc380760e76eda535518_Screenshot-1-22-2023-7.16.37%20PM.png","Prompt Silo","A large database of MidJourney Prompts","Prompt Guides","175","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cc71766846c86cc62a3326_image_holder_releasenote.png","Releasenote.ai","Craft release notes with GPT-3","Copywriting","10",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cc6fc1763a9e12f948cbb5_Screenshot-1-21-2023-3.00.24%20PM.png","Genmo","Create videos from text with AI","Generative Video","844","Text-To-Video"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cc6f811a2c8478166c6d1a_Screenshot-1-21-2023-2.58.01%20PM.png","Kaiber","Video generation engine, using your own images or text","Generative Video","3386","Text-To-Video"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cb2246b627334710087e8b_image-mixer-demo.png","Image Mixer","Blend multiple images together to create a new image","Generative Art","78","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/6420c9ef9155228680a08022_pickaxe-logo.png","Pickaxe","Create tools powered by AI with no code","Generative Code","74","Matt's Picks"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cb2109feacbc899bf3c555_sheetai-open-graph-image.png","SheetAI","Google Sheets AI Add-on","Generative Code","50","Productivity"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cb202e0949d94c9d0f89f8_Screenshot-1-20-2023-2.36.00%20PM.png","Anote","AI Assisted Data Labeling","Productivity","14",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cb20c91fe6f56e1d428457_600x200.jpg","Clips AI","Automatically repurpose long-form video or audio content into social media clips","Social Media","42",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cb1f82fc84bb667ed234e2_unnamed.png","PowerPen","AI Paraphrasing Tool","Productivity","16",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cb2087ea97be1089b58fba_baa172_8f4469a624ae459caebf4a6386467a6e_mv2.png","SkimIt.ai","Get an ai summary of any article delivered to your inbox","Productivity","21",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cb1f31b9a07149b466f750_Generative_AI_Summaries_Post-Meeting.png","Vowel","Automated meeting summaries and notes","Productivity","15",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cb1dc05bb3ee4fe9414b4a_63c6f39a0166901f6deb971f_2-p-800.png","Decktopus","ChatGPT Prompts for Your Next Launch","Prompt Guides","37",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cb1ba8c4bab335edda0bfc_313x0w.webp","Deep Anime","Turn real photos into anime art","Generative Art","284","Avatar"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cb1ba5834e064e1e02953b_8fb40b7a-114f-421b-af99-4429e6952bbe.png","NetworkAI","Connect with industry professionals using AI","Marketing","114","Self-Improvement"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63cb1e9257b94ee56ebf1cc8_Screenshot-1-20-2023-2.44.44%20PM.png","RegisAI","Let AI write your product description and ad copies","Copywriting","16",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63caf6849170d4a23771dc29_Screenshot-1-20-2023-12.15.15%20PM.png","Synthesizer V","AI Music Vocal Generator","Music","222","Text-To-Speech"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63caf582b5d3a8c29ca6e415_5fc61b35ce2996b2983474da_opengraph-home.png","Akkio","Build and deploy AI with your business data","Research","22","Marketing"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c9a8607e6a7c62f15cad80_Screenshot-1-19-2023-11.30.41%20AM.png","Mixo","Create an entire website starting with a short description","Marketing","435","Copywriting"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/64225f783fc26c67bbd27cbe_screen-demo-16-02-2023.webp","Generator XYZ","AI Generator platfom for bloggers and marketeers","Social Media","23",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c9a7cc3f4cd46a95c78923_Screenshot-1-19-2023-12.27.50%20PM.png","Gling","Automatically recognise and cut silences and disfluencies from videos","Video Editing","30",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c9a6eecc654302b74ae2cc_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1674073157177x656713720356805000%252Fsocial.jpeg","TweetMe","AI Tweet writer that writes like you","Social Media","13",""
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c8615a69891a375d74bccd_Screenshot-1-18-2023-12.49.37%20PM.png","Eightify","AI-powered summaries for YouTube videos","Productivity","44","Research"
"https://global-uploads.webflow.com/63994dae1033718bee6949ce/63c85d13e9fa27b59e2f3718_3ac851fe-40dc-47c7-a987-775e23ec3f13.jpeg","Magicform","Hire ChatGPT to sell your product","Chat","35","Marketing"
